id,question,choices,explanation,answer,document,questions_en
506,Giá trị của biểu thức 2342 + 403 x 6 là:,"['A. 4660', 'B. 4960', 'C. 4860', 'D. 4760']",,D. 4760,"Câu hỏi: Giá trị của biểu thức 2342 + 403 x 6 là:. Các phương án: ['A. 4660', 'B. 4960', 'C. 4860', 'D. 4760']. Giải thích: nan. Đáp án: D. 4760",en: The value of the expression 2342 + 403 x 6 is:
507,Giá trị của biểu thức 2817 × a với a = 3 là:,"['A. 6561', 'B. 6562', 'C. 6563', 'D. 6564']",,A. 6561,"Câu hỏi: Giá trị của biểu thức 2817 × a với a = 3 là:. Các phương án: ['A. 6561', 'B. 6562', 'C. 6563', 'D. 6564']. Giải thích: nan. Đáp án: A. 6561",en: The value of the expression 2817  a with a = 3 is:
508,Giá trị của biểu thức 285 : m với m = 3 là:,"['A. 90', 'B. 92', 'C. 95', 'D. 98']",,C. 95,"Câu hỏi: Giá trị của biểu thức 285 : m với m = 3 là:. Các phương án: ['A. 90', 'B. 92', 'C. 95', 'D. 98']. Giải thích: nan. Đáp án: C. 95",en: The value of 285: m for m = 3 is: 285: m for m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 285: m = 3 is: 28 = 2 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is: 2 = 3 is
509,Giá trị của biểu thức 3^5.\frac{1}{27} là,"['A. 1', 'B. 9', 'C. 9^2', 'D. 9^4']",3^5.\frac{1}{27} = 3^5.\frac{1}{3^3} = 3^2 = 9.,B. 9,"Câu hỏi: Giá trị của biểu thức 3^5.\frac{1}{27} là. Các phương án: ['A. 1', 'B. 9', 'C. 9^2', 'D. 9^4']. Giải thích: 3^5.\frac{1}{27} = 3^5.\frac{1}{3^3} = 3^2 = 9.. Đáp án: B. 9",en: The value of the expression 3^5.\frac{1}{27} is
51,“1 giờ 36 phút = ……..giờ”. Số thập phân thích hợp cần điền vào chỗ chấm là:,"['A. 1,36', 'B. 13,6', 'C. 10,36', 'D. 1,6']","1 giờ 36 phút = 1giờ + giờ = 1,6 giờ. Số thập phân thích hợp cần điền vào chỗ chấm là: 1,6.","D. 1,6","Câu hỏi: “1 giờ 36 phút = ……..giờ”. Số thập phân thích hợp cần điền vào chỗ chấm là:. Các phương án: ['A. 1,36', 'B. 13,6', 'C. 10,36', 'D. 1,6']. Giải thích: 1 giờ 36 phút = 1giờ + giờ = 1,6 giờ. Số thập phân thích hợp cần điền vào chỗ chấm là: 1,6.. Đáp án: D. 1,6",en: The appropriate number of digits to fill in the stack is:
510,Giá trị của biểu thức 45 783 – 16 155 – 3 809 là:,"['A. 29 628', 'B. 25 819', 'C. 26 839', 'D. 36 829']",45 783 – 16 155 – 3 809 = 29 628 – 3 809= 25 819,B. 25 819,"Câu hỏi: Giá trị của biểu thức 45 783 – 16 155 – 3 809 là:. Các phương án: ['A. 29 628', 'B. 25 819', 'C. 26 839', 'D. 36 829']. Giải thích: 45 783 – 16 155 – 3 809 = 29 628 – 3 809= 25 819. Đáp án: B. 25 819",en: The value of the variable 45 783 – 16 155 – 3 809 is:
511,"Giá trị của biểu thức 47,2 ${\times}$ 5 + 107,1 : 2,5 là:","['A. 137,24', 'B. 1372,4', 'C. 278,84', 'D. 27,884']","47,2 ${\times}$ 5 + 107,1 : $2,5 = 236 + 42,84 = 278,84$ .
 Giá trị của biểu thức 47,2 ${\times}$ 5 + 107,1 : 2,5 là: 278,84.","C. 278,84","Câu hỏi: Giá trị của biểu thức 47,2 ${\times}$ 5 + 107,1 : 2,5 là:. Các phương án: ['A. 137,24', 'B. 1372,4', 'C. 278,84', 'D. 27,884']. Giải thích: 47,2 ${\times}$ 5 + 107,1 : $2,5 = 236 + 42,84 = 278,84$ .
 Giá trị của biểu thức 47,2 ${\times}$ 5 + 107,1 : 2,5 là: 278,84.. Đáp án: C. 278,84",en: The expression 47.2 ${\times}$ 5 + 107.1:2.5 is:
512,Giá trị của biểu thức 54:(9 – 3 )+3 là:,"['A. 6', 'B. 18', 'C. 0', 'D. 12']","54 : (9 – 3) + 3 = 54 : 6 + 3 
 = 9 + 3 
 = 12",D. 12,"Câu hỏi: Giá trị của biểu thức 54:(9 – 3 )+3 là:. Các phương án: ['A. 6', 'B. 18', 'C. 0', 'D. 12']. Giải thích: 54 : (9 – 3) + 3 = 54 : 6 + 3 
 = 9 + 3 
 = 12. Đáp án: D. 12",en: The values of the variable 54: (9 – 3) +3 are:
513,Giá trị của biểu thức 59 468 + 6 092 : 4 là:,"['A. 50 981', 'B. 60 991', 'C. 1 528', 'D. 60 992']",,B. 60 991,"Câu hỏi: Giá trị của biểu thức 59 468 + 6 092 : 4 là:. Các phương án: ['A. 50 981', 'B. 60 991', 'C. 1 528', 'D. 60 992']. Giải thích: nan. Đáp án: B. 60 991",en: The values of the expression 59 468 + 6 092: 4 are:
514,"Giá trị của biểu thức 60 + 8 + 0,5 + 0,002 là:","['A. 68,52', 'B. 68,205', 'C. 68,502', 'D. 608,502']","60 + 8 + 0,5 + 0,002 
 = 68 + 0,5 + 0,002
 = 68,5 + 0,002
 = 68, 502.","C. 68,502","Câu hỏi: Giá trị của biểu thức 60 + 8 + 0,5 + 0,002 là:. Các phương án: ['A. 68,52', 'B. 68,205', 'C. 68,502', 'D. 608,502']. Giải thích: 60 + 8 + 0,5 + 0,002 
 = 68 + 0,5 + 0,002
 = 68,5 + 0,002
 = 68, 502.. Đáp án: C. 68,502",en: The values of the expression 60 + 8 + 0.5 + 0.002 are:
515,Giá trị của biểu thức 630 148 000 – 148 000 + 20 000 = … là:,"['A. 630 020 000', 'B. 630 200 000', 'C. 632 000 000', 'D. 630 002 000']",,A. 630 020 000,"Câu hỏi: Giá trị của biểu thức 630 148 000 – 148 000 + 20 000 = … là:. Các phương án: ['A. 630 020 000', 'B. 630 200 000', 'C. 632 000 000', 'D. 630 002 000']. Giải thích: nan. Đáp án: A. 630 020 000",en: The value of the expression 630 630 148 000 – 148 000 + 20 000 =.... is:
516,Giá trị của biểu thức 640 : (8 – 3) × 2 là:,"['A. 256', 'B. 154', 'C. 74', 'D. 64']","640 : (8 – 3) × 2
 = 640 : 5 × 2
 = 128 × 2
 = 256",A. 256,"Câu hỏi: Giá trị của biểu thức 640 : (8 – 3) × 2 là:. Các phương án: ['A. 256', 'B. 154', 'C. 74', 'D. 64']. Giải thích: 640 : (8 – 3) × 2
 = 640 : 5 × 2
 = 128 × 2
 = 256. Đáp án: A. 256",en: The values of the expression 640: (8 – 3)  2 are:
517,Giá trị của biểu thức 88394 - 49350 - 14859 là:,"['A. 24747', 'B. 24185', 'C. 24285', 'D. 24386']",,B. 24185,"Câu hỏi: Giá trị của biểu thức 88394 - 49350 - 14859 là:. Các phương án: ['A. 24747', 'B. 24185', 'C. 24285', 'D. 24386']. Giải thích: nan. Đáp án: B. 24185",en: The values of the expression 88394 - 49350 - 14859 are:
518,"Giá trị của biểu thức 999,5 – 26,6 ${\times}$ 37,02 là:","['A. 14,768', 'B. 147,68', 'C. 1476,8', 'D. 14768']","Ta có: 999,5 – 26,6 ${\times}$ 37,02 = 999,5 – 984,732 = 14,768. 
 Vậy giá trị của biểu thức 999,5 – 26,6 ${\times}$ 37,02 là: 14,768","A. 14,768","Câu hỏi: Giá trị của biểu thức 999,5 – 26,6 ${\times}$ 37,02 là:. Các phương án: ['A. 14,768', 'B. 147,68', 'C. 1476,8', 'D. 14768']. Giải thích: Ta có: 999,5 – 26,6 ${\times}$ 37,02 = 999,5 – 984,732 = 14,768. 
 Vậy giá trị của biểu thức 999,5 – 26,6 ${\times}$ 37,02 là: 14,768. Đáp án: A. 14,768",en: The value of the variable 999.5 – 26.6${\times}$ 37.02 is:
519,"Giá trị của biểu thức A = 46 x m + 46 x n + 46 x p với m = 7, n = 8, p = 9 là:","['A. A = 1104', 'B. A = 1137', 'C. A = 1172', 'D. A = 1163']",,A. A = 1104,"Câu hỏi: Giá trị của biểu thức A = 46 x m + 46 x n + 46 x p với m = 7, n = 8, p = 9 là:. Các phương án: ['A. A = 1104', 'B. A = 1137', 'C. A = 1172', 'D. A = 1163']. Giải thích: nan. Đáp án: A. A = 1104","en: The values of the expression A = 46 x m + 46 x n + 46 x p for m = 7, n = 8, p = 9 are:"
52,"“1,5 giờ = …….phút”. Số thích hợp điền vào chỗ chấm là:","['A. 60', 'B. 90', 'C. 120', 'D. 150']","1,5 giờ = 1,5 ${\times}$ 60 phút = 90 phút. .",B. 90,"Câu hỏi: “1,5 giờ = …….phút”. Số thích hợp điền vào chỗ chấm là:. Các phương án: ['A. 60', 'B. 90', 'C. 120', 'D. 150']. Giải thích: 1,5 giờ = 1,5 ${\times}$ 60 phút = 90 phút. .. Đáp án: B. 90",en: The appropriate number to fill in the stack is:
520,"Giá trị của biểu thức M = 14 x a + 14 x b + 14 x c với a = 1, b = 2 và c = 3 là:","['A. 92', 'B. 100', 'C. 84', 'D. 96']",,A. 92,"Câu hỏi: Giá trị của biểu thức M = 14 x a + 14 x b + 14 x c với a = 1, b = 2 và c = 3 là:. Các phương án: ['A. 92', 'B. 100', 'C. 84', 'D. 96']. Giải thích: nan. Đáp án: A. 92","en: The values of the expression M = 14 x a + 14 x b + 14 x c with a = 1, b = 2 and c = 3 are:"
521,"Giá trị của biểu thức: 136,5 – (100 : 2,5) x 0,9 là:","['A. 100,5', 'B. 110,5', 'C. 100']",,"A. 100,5","Câu hỏi: Giá trị của biểu thức: 136,5 – (100 : 2,5) x 0,9 là:. Các phương án: ['A. 100,5', 'B. 110,5', 'C. 100']. Giải thích: nan. Đáp án: A. 100,5",en: The value of the expression: 136.5 – (100:2.5) x 0.9 is:
522,"Giá trị của biểu thức: 15 : 1,5 + 2,5 ${\times}$ 0,2 là:","['A. 10,5', 'B. 15', 'C. 10,05', 'D. 1,05']",,"A. 10,5","Câu hỏi: Giá trị của biểu thức: 15 : 1,5 + 2,5 ${\times}$ 0,2 là:. Các phương án: ['A. 10,5', 'B. 15', 'C. 10,05', 'D. 1,05']. Giải thích: nan. Đáp án: A. 10,5",en: The expression 15: 1.5 + 2.5 ${\times}$ 0.2 is:
523,"Giá trị của biểu thức: 201 : 1,5 + 2,5 ${\times}$ 0,9 là:","['A. 359', 'B. 136,25', 'C. 15,65', 'D. 359']",,"B. 136,25","Câu hỏi: Giá trị của biểu thức: 201 : 1,5 + 2,5 ${\times}$ 0,9 là:. Các phương án: ['A. 359', 'B. 136,25', 'C. 15,65', 'D. 359']. Giải thích: nan. Đáp án: B. 136,25",en: The expression 201: 1.5 + 2.5 ${\times}$ 0.9 is:
524,Giá trị của biểu thức: 45 + 40 : 5 là,"['A. 53', 'B. 17', 'C. 49', 'D. 28']",,A. 53,"Câu hỏi: Giá trị của biểu thức: 45 + 40 : 5 là. Các phương án: ['A. 53', 'B. 17', 'C. 49', 'D. 28']. Giải thích: nan. Đáp án: A. 53",en. The value of the expression 45 + 40: 5 is
525,"Giá trị của biểu thức: 47,2 ${\times}$ 5 + 107,1 : 2,5 là:","['A. 137,24', 'B. 1372,4', 'C. 278,84', 'D. 27,884']",,"C. 278,84","Câu hỏi: Giá trị của biểu thức: 47,2 ${\times}$ 5 + 107,1 : 2,5 là:. Các phương án: ['A. 137,24', 'B. 1372,4', 'C. 278,84', 'D. 27,884']. Giải thích: nan. Đáp án: C. 278,84",en: The expression: $47.2{\times}$ 5 + 107.1:2.5 is:
526,Giá trị của chữ số 2 trong số 515 820 là:,"['A. 2 nghìn', 'B. 2 trăm', 'C. 2 chục', 'D. 2 đơn vị']",,C. 2 chục,"Câu hỏi: Giá trị của chữ số 2 trong số 515 820 là:. Các phương án: ['A. 2 nghìn', 'B. 2 trăm', 'C. 2 chục', 'D. 2 đơn vị']. Giải thích: nan. Đáp án: C. 2 chục",en: The value of the value of the 2 digit in 515 820 is:
527,"Giá trị của chữ số 3 trong số 2,035 là:","['A. 30', 'B. 3', 'C. 3/10', 'D. 3/100']",,D. 3/100,"Câu hỏi: Giá trị của chữ số 3 trong số 2,035 là:. Các phương án: ['A. 30', 'B. 3', 'C. 3/10', 'D. 3/100']. Giải thích: nan. Đáp án: D. 3/100",en: The value of the 3 digit in the number 2.035 is:
528,"Giá trị của chữ số 3 trong số thập phân 25,036 là:","['A. $\\frac{3}{10}$', 'B. $\\frac{3}{100}$', 'C. $\\frac{3}{1000}$', 'D. $\\frac{3}{10000}$']","Giá trị của chữ số 3 trong số thập phân 25,036 là: $\frac{3}{100}$",B. $\frac{3}{100}$,"Câu hỏi: Giá trị của chữ số 3 trong số thập phân 25,036 là:. Các phương án: ['A. $\\frac{3}{10}$', 'B. $\\frac{3}{100}$', 'C. $\\frac{3}{1000}$', 'D. $\\frac{3}{10000}$']. Giải thích: Giá trị của chữ số 3 trong số thập phân 25,036 là: $\frac{3}{100}$. Đáp án: B. $\frac{3}{100}$",en: The value of the third digit of the fraction 25.036 is:
529,"Giá trị của chữ số 5 trong số 24,856 là:","['A. 50', 'B. 5', 'C. 0,5', 'D. 0,05']",,"D. 0,05","Câu hỏi: Giá trị của chữ số 5 trong số 24,856 là:. Các phương án: ['A. 50', 'B. 5', 'C. 0,5', 'D. 0,05']. Giải thích: nan. Đáp án: D. 0,05","en: The value of the 5th digit in 24,856 is:"
53,"“1,75m2 = …….cm2” Số thích hợp viết vào chỗ chấm là:","['A. 175', 'B. 1750', 'C. 17500', 'D. 17050']","1,75m2 = 17500cm2. Số thích hợp viết vào chỗ chấm là: 17500.",C. 17500,"Câu hỏi: “1,75m2 = …….cm2” Số thích hợp viết vào chỗ chấm là:. Các phương án: ['A. 175', 'B. 1750', 'C. 17500', 'D. 17050']. Giải thích: 1,75m2 = 17500cm2. Số thích hợp viết vào chỗ chấm là: 17500.. Đáp án: C. 17500","en: ""1.75 m2 =....... cm2"" The appropriate number to write in the middle of the stack is:"
530,Giá trị của chữ số 5 trong số 25 403 là:,"['A. 5000', 'B. 50 000', 'C. 500', 'D. 50']",,A. 5000,"Câu hỏi: Giá trị của chữ số 5 trong số 25 403 là:. Các phương án: ['A. 5000', 'B. 50 000', 'C. 500', 'D. 50']. Giải thích: nan. Đáp án: A. 5000",en: The value of the 5 digit in 25 403 is:
531,"Giá trị của chữ số 5 trong số 32,075 là:","['A. $\\frac{5}{10}$', 'B. $\\frac{5}{100}$', 'C. $\\frac{5}{1000}$', 'D. $\\frac{5}{10000}$']","Giá trị của chữ số 5 trong số 32,075 là: $\frac{5}{1000}$",D. $\frac{5}{10000}$,"Câu hỏi: Giá trị của chữ số 5 trong số 32,075 là:. Các phương án: ['A. $\\frac{5}{10}$', 'B. $\\frac{5}{100}$', 'C. $\\frac{5}{1000}$', 'D. $\\frac{5}{10000}$']. Giải thích: Giá trị của chữ số 5 trong số 32,075 là: $\frac{5}{1000}$. Đáp án: D. $\frac{5}{10000}$","en: The value of the 5th digit in 32,075 is:"
532,Giá trị của chữ số 5 trong số 45 874 là:,"['A. 50 000', 'B. 5 000', 'C. 500', 'D. 50']","45 874 = 40 000 + 5 000 + 800 + 70 + 4
 Vậy giá trị của chữ số 5 trong số 45 874 là: 5 000",B. 5 000,"Câu hỏi: Giá trị của chữ số 5 trong số 45 874 là:. Các phương án: ['A. 50 000', 'B. 5 000', 'C. 500', 'D. 50']. Giải thích: 45 874 = 40 000 + 5 000 + 800 + 70 + 4
 Vậy giá trị của chữ số 5 trong số 45 874 là: 5 000. Đáp án: B. 5 000",en: The value of the 5 digit in 45 874 is:
533,Giá trị của chữ số 6 trong số 569 là:,"['A. 56', 'B. 60', 'C. 6', 'D. 69']",,B. 60,"Câu hỏi: Giá trị của chữ số 6 trong số 569 là:. Các phương án: ['A. 56', 'B. 60', 'C. 6', 'D. 69']. Giải thích: nan. Đáp án: B. 60",en: The value of the sixth digit of 569 is:
534,"Giá trị của chữ số 6 trong số thập phân 21,5672 là:","['A. $\\frac{6}{10}$', 'B. $\\frac{6}{100}$', 'C. $\\frac{6}{1000}$', 'D. $\\frac{6}{10000}$']","Ta thấy số 6 trong số thập phân 21,5672 ở vị trí hàng phần trăm. Vậy giá trị của chữ số 6 trong số thập phân 21,5672 là: $\frac{6}{100}$ .",B. $\frac{6}{100}$,"Câu hỏi: Giá trị của chữ số 6 trong số thập phân 21,5672 là:. Các phương án: ['A. $\\frac{6}{10}$', 'B. $\\frac{6}{100}$', 'C. $\\frac{6}{1000}$', 'D. $\\frac{6}{10000}$']. Giải thích: Ta thấy số 6 trong số thập phân 21,5672 ở vị trí hàng phần trăm. Vậy giá trị của chữ số 6 trong số thập phân 21,5672 là: $\frac{6}{100}$ .. Đáp án: B. $\frac{6}{100}$",en: The value of the 6th digit in the decimal 21.5672 is:
535,Giá trị của chữ số 7 trong số 57104 là:,"['A. 70', 'B. 700', 'C. 7000', 'D. 70 000']",,C. 7000,"Câu hỏi: Giá trị của chữ số 7 trong số 57104 là:. Các phương án: ['A. 70', 'B. 700', 'C. 7000', 'D. 70 000']. Giải thích: nan. Đáp án: C. 7000",en: The value of the 7 digit in 57104 is:
536,"Giá trị của chữ số 9 trong số 7,0009 là:","['A. $\\frac{9}{10}$', 'B. $\\frac{9}{100}$', 'C. $\\frac{9}{1000}$', 'D. $\\frac{9}{10000}$']",,D. $\frac{9}{10000}$,"Câu hỏi: Giá trị của chữ số 9 trong số 7,0009 là:. Các phương án: ['A. $\\frac{9}{10}$', 'B. $\\frac{9}{100}$', 'C. $\\frac{9}{1000}$', 'D. $\\frac{9}{10000}$']. Giải thích: nan. Đáp án: D. $\frac{9}{10000}$","en: The value of the 9th letter of the 7,0009 is:"
538,Giá trị của số 5 trong số 65478 là:,"['A. 5000', 'B. 500', 'C. 50 000', 'D. 50']",,A. 5000,"Câu hỏi: Giá trị của số 5 trong số 65478 là:. Các phương án: ['A. 5000', 'B. 500', 'C. 50 000', 'D. 50']. Giải thích: nan. Đáp án: A. 5000",en: The value of the 5 in 65478 is:
539,"Giá trị của số 8 trong số 4,018 là:","['A. $\\frac{8}{10}$', 'B. $\\frac{8}{100}$', 'C. $\\frac{8}{1000}$', 'D. $\\frac{8}{10000}$']",,C. $\frac{8}{1000}$,"Câu hỏi: Giá trị của số 8 trong số 4,018 là:. Các phương án: ['A. $\\frac{8}{10}$', 'B. $\\frac{8}{100}$', 'C. $\\frac{8}{1000}$', 'D. $\\frac{8}{10000}$']. Giải thích: nan. Đáp án: C. $\frac{8}{1000}$","en: The value of the 8 in 4,018 is:"
54,“19 m2 9 dm2 = …… m2”. Số thích hợp để điền vào chỗ chấm là:,"['A. 19,9', 'B. 19,09', 'C. 199', 'D. 1909']",,"B. 19,09","Câu hỏi: “19 m2 9 dm2 = …… m2”. Số thích hợp để điền vào chỗ chấm là:. Các phương án: ['A. 19,9', 'B. 19,09', 'C. 199', 'D. 1909']. Giải thích: nan. Đáp án: B. 19,09",en: The appropriate number to fill in the stack is:
540,Giá trị của X thỏa mãn 3729 + X : 2 = 8283 là:,"['A. X = 9156', 'B. X = 9614', 'C. X = 9260', 'D. X = 9108']",,D. X = 9108,"Câu hỏi: Giá trị của X thỏa mãn 3729 + X : 2 = 8283 là:. Các phương án: ['A. X = 9156', 'B. X = 9614', 'C. X = 9260', 'D. X = 9108']. Giải thích: nan. Đáp án: D. X = 9108",en: The value of X satisfying 3729 + X: X: 2 = 8283 is:
541,"Giá trị của X thỏa mãn X – 27,5 = 15,34 là:","['A. X = 42,17', 'B. X = 44,36', 'C. X = 42,84', 'D. X = 44,28']",,"C. X = 42,84","Câu hỏi: Giá trị của X thỏa mãn X – 27,5 = 15,34 là:. Các phương án: ['A. X = 42,17', 'B. X = 44,36', 'C. X = 42,84', 'D. X = 44,28']. Giải thích: nan. Đáp án: C. X = 42,84",en: The value of X satisfying X – 27.5 = 15.34 is:
542,Giá trị của X thỏa mãn X – 278 = 167 x 486 là:,"['A. 81640', 'B. 81360', 'C. 81660', 'D. 81440']",,D. 81440,"Câu hỏi: Giá trị của X thỏa mãn X – 278 = 167 x 486 là:. Các phương án: ['A. 81640', 'B. 81360', 'C. 81660', 'D. 81440']. Giải thích: nan. Đáp án: D. 81440",en: The value of X satisfying X – 278 = 167 x 486 is:
543,Giá trị của X thỏa mãn X : 20 = 893 là:,"['A. X = 17860', 'B. X = 17850', 'C. X = 15780', 'D. X = 13580']",,A. X = 17860,"Câu hỏi: Giá trị của X thỏa mãn X : 20 = 893 là:. Các phương án: ['A. X = 17860', 'B. X = 17850', 'C. X = 15780', 'D. X = 13580']. Giải thích: nan. Đáp án: A. X = 17860","en: The value of X, x = X: x = 20 = 893 is:"
544,Giá trị của X thỏa mãn X x (12 + 34) = 52 x 12 + 52 x 34 là:,"['A. 42', 'B. 38', 'C. 46', 'D. 52']",,D. 52,"Câu hỏi: Giá trị của X thỏa mãn X x (12 + 34) = 52 x 12 + 52 x 34 là:. Các phương án: ['A. 42', 'B. 38', 'C. 46', 'D. 52']. Giải thích: nan. Đáp án: D. 52",en: The value of X for X x (12 + 34) = 52 x 12 + 52 x 34 is:
545,Giá trị của X thỏa mãn X x 29 – 829 = 2651 là:,"['A. X = 100', 'B. X = 110', 'C. X = 120', 'D. X =130']",,C. X = 120,"Câu hỏi: Giá trị của X thỏa mãn X x 29 – 829 = 2651 là:. Các phương án: ['A. X = 100', 'B. X = 110', 'C. X = 120', 'D. X =130']. Giải thích: nan. Đáp án: C. X = 120",en: The value of X satisfying X x x 29 – 829 = 2651 is:
546,Giá trị của X thỏa mãn: 81 : X = 3 là:,"['A. X = 27', 'B. X = 25', 'C. X = 17', 'D. X = 16']",,A. X = 27,"Câu hỏi: Giá trị của X thỏa mãn: 81 : X = 3 là:. Các phương án: ['A. X = 27', 'B. X = 25', 'C. X = 17', 'D. X = 16']. Giải thích: nan. Đáp án: A. X = 27",en: The value of X is 81: X = 3 is: 81: X = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is: 81: x = 3 is:
547,Giá trị của y trong $\frac{5+y}{12}=\frac{2}{3}$ là:,"['A. 1', 'B. 2', 'C. 3', 'D. 4']",,C. 3,"Câu hỏi: Giá trị của y trong $\frac{5+y}{12}=\frac{2}{3}$ là:. Các phương án: ['A. 1', 'B. 2', 'C. 3', 'D. 4']. Giải thích: nan. Đáp án: C. 3",en: The value of y in $\frac{5+y}{12}=\frac{2}{3} $ is:
548,Giá trị X thỏa mãn 24 : X = 8 là:,"['A. 5', 'B. 4', 'C. 3', 'D. 2']",,C. 3,"Câu hỏi: Giá trị X thỏa mãn 24 : X = 8 là:. Các phương án: ['A. 5', 'B. 4', 'C. 3', 'D. 2']. Giải thích: nan. Đáp án: C. 3","en: The value X, X = 24: X = 8 is:"
549,Giá trị X thỏa mãn X : 4 = 127 là:,"['A. X = 528', 'B. X = 518', 'C. X = 508', 'D. X = 510']",,C. X = 508,"Câu hỏi: Giá trị X thỏa mãn X : 4 = 127 là:. Các phương án: ['A. X = 528', 'B. X = 518', 'C. X = 508', 'D. X = 510']. Giải thích: nan. Đáp án: C. X = 508","en: The value X, x = X: x = 4 = 127 is:"
55,“2 giờ = .... phút”. Số thích hợp điền vào chỗ chấm là:,"['A. 60', 'B. 180', 'C. 90', 'D. 120']","1 giờ = 60 phút
 Vậy 2 giờ = 60 phút × 2 = 120 phút.",D. 120,"Câu hỏi: “2 giờ = .... phút”. Số thích hợp điền vào chỗ chấm là:. Các phương án: ['A. 60', 'B. 180', 'C. 90', 'D. 120']. Giải thích: 1 giờ = 60 phút
 Vậy 2 giờ = 60 phút × 2 = 120 phút.. Đáp án: D. 120",en: The appropriate number for the dotted line is:
550,Giá trị X thỏa mãn X x 2 = 7 x 8 là:,"['A. 32', 'B. 28', 'C. 14', 'D. 7']",,B. 28,"Câu hỏi: Giá trị X thỏa mãn X x 2 = 7 x 8 là:. Các phương án: ['A. 32', 'B. 28', 'C. 14', 'D. 7']. Giải thích: nan. Đáp án: B. 28",en: The value X for X x 2 = 7 x 8 is:
551,Giá trị X thỏa mãn X x 4 = 8 x 4 là:,"['A. 6', 'B. 12', 'C. 8', 'D. 10']",,C. 8,"Câu hỏi: Giá trị X thỏa mãn X x 4 = 8 x 4 là:. Các phương án: ['A. 6', 'B. 12', 'C. 8', 'D. 10']. Giải thích: nan. Đáp án: C. 8",en: The value X for X x 4 = 8 x 4 is:
552,Giá trị X thỏa mãn X x 9 + 10 = 82 là:,"['A. X = 8', 'B. X = 7', 'C. X = 6', 'D. X = 5']",,A. X = 8,"Câu hỏi: Giá trị X thỏa mãn X x 9 + 10 = 82 là:. Các phương án: ['A. X = 8', 'B. X = 7', 'C. X = 6', 'D. X = 5']. Giải thích: nan. Đáp án: A. X = 8",en: The value X for X x 9 + 10 = 82 is:
553,Giá trị X thỏa mãn: X x 9 = 81 là:,"['A. 10', 'B. 9', 'C. 8', 'D. 7']",,B. 9,"Câu hỏi: Giá trị X thỏa mãn: X x 9 = 81 là:. Các phương án: ['A. 10', 'B. 9', 'C. 8', 'D. 7']. Giải thích: nan. Đáp án: B. 9",en: The value X satisfies: X x 9 = 81 is:
554,Giảm 12 lít đi 3 lần được:,"['A. 7 lít', 'B. 5 lít', 'C. 4 lít', 'D. 6 lít']",,C. 4 lít,"Câu hỏi: Giảm 12 lít đi 3 lần được:. Các phương án: ['A. 7 lít', 'B. 5 lít', 'C. 4 lít', 'D. 6 lít']. Giải thích: nan. Đáp án: C. 4 lít",en: That's 3 times the loss of 12 liters.
